id,Year,REG,State Name,HLSA Num,Line Num,Service Category,SSBG Expenditures,Total TANF,Total SSBG Expenditures,"Other Fed, State, and Local Funds",Children,Adults 59 and Younger,Adults 60 and Older,Adults Unknown,Total Adults,Total Recipients
11,2016,3,District of Columbia,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,7,21,Protective Services - Adults,553445,0,553445,2034660,0,338,924,223,1485,1485
11,2016,3,District of Columbia,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,8,29,Other Services,4186945,3520401,7707346,145174699,0,0,0,10225,10225,10225
11,2016,3,District of Columbia,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
11,2016,3,District of Columbia,0,32,All Categories,4969641,3520401,8490042,228179685,11275,338,924,10448,11710,22985
12,2016,4,Florida,1,1,Adoption Services,63771,0,63771,679739,8649,0,0,0,0,8649
12,2016,4,Florida,2,2,Case Management,167352,0,167352,507347,0,0,0,0,0,0
12,2016,4,Florida,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,3,6,Day Care - Children,2004271,0,2004271,8804874,542439,0,0,0,0,542439
12,2016,4,Florida,5,7,Education and Training Services,825045,2872,827917,6937561,0,0,0,468200,468200,468200
12,2016,4,Florida,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,1,11,Foster Care Services - Children,772204,59260650,60032854,102466965,38875,0,0,0,0,38875
12,2016,4,Florida,4,12,Health-Related Services,6972100,0,6972100,0,39621,0,0,0,0,39621
12,2016,4,Florida,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,2,17,Information and Referral,107225,0,107225,579595,0,0,0,5462112,5462112,5462112
12,2016,4,Florida,8,18,Legal Services,4707112,0,4707112,41095223,61623,0,0,0,0,61623
12,2016,4,Florida,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,7,21,Protective Services - Adults,6868662,0,6868662,48544213,0,15211,38496,438,54145,54145
12,2016,4,Florida,1,22,Protective Services - Children,13814341,9105688,22920029,172627150,229870,0,0,0,0,229870
12,2016,4,Florida,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,6,25,Special Services - Disabled,12154087,0,12154087,0,1046,2779,182,0,2961,4007
12,2016,4,Florida,1,26,Special Services - Youth at Risk,47835612,0,47835612,0,4486,0,0,0,0,4486
12,2016,4,Florida,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
12,2016,4,Florida,0,31,Administrative Costs,4595098,294440,4889538,0,0,0,0,0,0,0
12,2016,4,Florida,0,32,All Categories,100886880,68663650,169550530,382242667,926609,17990,38678,5930750,5987418,6914027
13,2016,4,Georgia,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,8,13,Home-Based Services,5078288,0,5078288,48693275,0,0,35886,0,35886,35886
13,2016,4,Georgia,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,7,21,Protective Services - Adults,1302702,0,1302702,13786212,0,0,5090,0,5090,5090
13,2016,4,Georgia,1,22,Protective Services - Children,2863878,5881073,8744951,321867788,15993,0,0,0,0,15993
13,2016,4,Georgia,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,6,25,Special Services - Disabled,13063262,0,13063262,311516542,0,0,0,4270,4270,4270
13,2016,4,Georgia,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
13,2016,4,Georgia,4,27,Substance Abuse Services,7553590,0,7553590,87396908,0,239,0,0,239,239
13,2016,4,Georgia,8,28,Transportation,9547378,0,9547378,25093808,0,0,7052,8040,15092,15092
13,2016,4,Georgia,8,29,Other Services,10462242,0,10462242,41933328,0,54,173,23465,23692,23692
13,2016,4,Georgia,0,31,Administrative Costs,22002,0,22002,0,0,0,0,0,0,0
13,2016,4,Georgia,0,32,All Categories,49893342,5881073,55774415,850287861,15993,293,48201,35775,84269,100262
,2016,9,Guam,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
,2016,9,Guam,0,32,All Categories,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,1,11,Foster Care Services - Children,552780,0,552780,0,226,0,0,0,0,226
15,2016,9,Hawaii,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,13,Home-Based Services,57087,0,57087,0,0,0,10,0,10,10
15,2016,9,Hawaii,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,7,21,Protective Services - Adults,429013,0,429013,0,0,132,726,3,861,861
15,2016,9,Hawaii,1,22,Protective Services - Children,10702129,9890000,20592129,0,7768,0,0,0,0,7768
15,2016,9,Hawaii,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,1,26,Special Services - Youth at Risk,707366,0,707366,0,4247,0,0,22,22,4269
15,2016,9,Hawaii,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
15,2016,9,Hawaii,0,31,Administrative Costs,4500,0,4500,0,0,0,0,0,0,0
15,2016,9,Hawaii,0,32,All Categories,12452875,9890000,22342875,0,12241,132,736,25,893,13134
16,2016,10,Idaho,1,1,Adoption Services,13760,4077,17837,8838731,673,0,0,0,0,673
16,2016,10,Idaho,2,2,Case Management,3671715,1007644,4679359,3499772,3128,0,0,0,0,3128
16,2016,10,Idaho,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,3,6,Day Care - Children,24185,0,24185,33673053,13480,0,0,0,0,13480
16,2016,10,Idaho,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,1,11,Foster Care Services - Children,1435606,0,1435606,11211526,472,0,0,0,0,472
16,2016,10,Idaho,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,20,Prevention and Intervention,351594,0,351594,37251,490,0,0,0,0,490
16,2016,10,Idaho,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,1,22,Protective Services - Children,702515,280813,983328,4573859,493,0,0,0,0,493
16,2016,10,Idaho,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,4,24,Residential Treatment,135362,0,135362,874801,21,0,0,0,0,21
16,2016,10,Idaho,6,25,Special Services - Disabled,171079,0,171079,903146,7105,175,19,0,194,7299
16,2016,10,Idaho,1,26,Special Services - Youth at Risk,1122602,0,1122602,0,77,0,0,0,0,77
16,2016,10,Idaho,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
16,2016,10,Idaho,8,29,Other Services,87246,0,87246,9244,2230,0,0,0,0,2230
16,2016,10,Idaho,0,31,Administrative Costs,1165684,0,1165684,0,0,0,0,0,0,0
16,2016,10,Idaho,0,32,All Categories,8881348,1292534,10173882,63621383,28169,175,19,0,194,28363
17,2016,5,Illinois,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,2,2,Case Management,217345,0,217345,33735816,51,0,0,34468,34468,34519
17,2016,5,Illinois,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,2,4,Counseling Services,5177864,0,5177864,28820564,17944,0,13501,12174,25675,43619
17,2016,5,Illinois,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,3,6,Day Care - Children,0,1200000,1200000,862534726,137487,0,0,0,0,137487
17,2016,5,Illinois,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,5,8,Employment Services,2389463,0,2389463,8218630,0,0,215,20482,20697,20697
17,2016,5,Illinois,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,4,12,Health-Related Services,760109,0,760109,7885537,14144,0,0,303,303,14447
17,2016,5,Illinois,8,13,Home-Based Services,23199745,0,23199745,535292000,0,0,0,30544,30544,30544
17,2016,5,Illinois,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,4,19,Pregnancy and Parenting,7725735,0,7725735,29388418,48678,0,0,130191,130191,178869
17,2016,5,Illinois,8,20,Prevention and Intervention,15627333,0,15627333,2727443,8001,0,0,42906,42906,50907
17,2016,5,Illinois,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,1,22,Protective Services - Children,67740,0,67740,0,461,0,0,0,0,461
17,2016,5,Illinois,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,6,25,Special Services - Disabled,3956692,0,3956692,10194377,1608,0,24,13973,13997,15605
17,2016,5,Illinois,1,26,Special Services - Youth at Risk,3017458,0,3017458,11859526,7264,0,0,0,0,7264
17,2016,5,Illinois,4,27,Substance Abuse Services,763891,0,763891,3970279,6845,0,1842,21415,23257,30102
17,2016,5,Illinois,8,28,Transportation,679152,0,679152,10668183,0,0,44406,0,44406,44406
17,2016,5,Illinois,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
17,2016,5,Illinois,0,31,Administrative Costs,1263442,0,1263442,0,0,0,0,0,0,0
17,2016,5,Illinois,0,32,All Categories,64845969,1200000,66045969,1545295499,242483,0,59988,306456,366444,608927
18,2016,5,Indiana,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,2,2,Case Management,5049712,0,5049712,39568541,6543,4976,18345,0,23321,29864
18,2016,5,Indiana,7,3,Congregate Meals,35296,0,35296,6525903,81,155,0,0,155,236
18,2016,5,Indiana,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,7,5,Day Care - Adults,1544884,0,1544884,3321329,0,18,62,0,80,80
18,2016,5,Indiana,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,5,7,Education and Training Services,281854,0,281854,4014145,9778,0,0,14444,14444,24222
18,2016,5,Indiana,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,4,9,Family Planning Services,369699,0,369699,1796336,145,2150,0,0,2150,2295
18,2016,5,Indiana,7,10,Foster Care Services - Adults,1446493,0,1446493,2821351,0,0,0,4969,4969,4969
18,2016,5,Indiana,1,11,Foster Care Services - Children,1405994,0,1405994,163869509,32772,0,0,0,0,32772
18,2016,5,Indiana,4,12,Health-Related Services,106520,0,106520,1799400,0,6,73,0,79,79
18,2016,5,Indiana,8,13,Home-Based Services,5166772,0,5166772,81728975,40423,122770,16133,0,138903,179326
18,2016,5,Indiana,7,14,Home-Delivered Meals,632157,0,632157,6350033,0,723,1221,0,1944,1944
18,2016,5,Indiana,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,2,17,Information and Referral,354923,0,354923,995106,0,7788,15578,0,23366,23366
18,2016,5,Indiana,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,7,21,Protective Services - Adults,480338,0,480338,682366,0,2696,0,0,2696,2696
18,2016,5,Indiana,1,22,Protective Services - Children,3894259,0,3894259,65791551,42194,0,0,0,0,42194
18,2016,5,Indiana,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,4,24,Residential Treatment,1519984,0,1519984,1347356,223,0,0,0,0,223
18,2016,5,Indiana,6,25,Special Services - Disabled,71963,0,71963,0,0,0,0,1482,1482,1482
18,2016,5,Indiana,1,26,Special Services - Youth at Risk,18117147,0,18117147,19363764,30386,0,0,0,0,30386
18,2016,5,Indiana,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,8,28,Transportation,682069,0,682069,1407091,70,8598,10558,0,19156,19226
18,2016,5,Indiana,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
18,2016,5,Indiana,0,31,Administrative Costs,1093721,0,1093721,0,0,0,0,0,0,0
18,2016,5,Indiana,0,32,All Categories,42253785,0,42253785,401382756,162615,149880,61970,20895,232745,395360
19,2016,7,Iowa,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,2,2,Case Management,5881364,6608812,12490176,16566763,15632,0,0,0,0,15632
19,2016,7,Iowa,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,7,10,Foster Care Services - Adults,586,0,586,1364,0,2,0,2,4,4
19,2016,7,Iowa,1,11,Foster Care Services - Children,1381177,0,1381177,2241813,2531,0,0,0,0,2531
19,2016,7,Iowa,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,13,Home-Based Services,5742882,5583040,11325922,24643187,12815,0,0,0,0,12815
19,2016,7,Iowa,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,7,21,Protective Services - Adults,142376,0,142376,331387,0,980,1427,99,2506,2506
19,2016,7,Iowa,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,6,25,Special Services - Disabled,1178377,0,1178377,103631570,1359,0,0,25245,25245,26604
19,2016,7,Iowa,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
19,2016,7,Iowa,8,29,Other Services,63866,0,63866,78392,10927,9687,3574,0,13261,24188
19,2016,7,Iowa,0,31,Administrative Costs,910649,770156,1680805,0,0,0,0,0,0,0
19,2016,7,Iowa,0,32,All Categories,15301277,12962008,28263285,147494476,43264,10669,5001,25346,41016,84280
20,2016,7,Kansas,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,3,6,Day Care - Children,184027,0,184027,43729426,11214,0,0,0,0,11214
20,2016,7,Kansas,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,1,11,Foster Care Services - Children,4952298,10193106,15145404,138610144,6137,0,0,0,0,6137
20,2016,7,Kansas,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,13,Home-Based Services,4500000,0,4500000,3291035,0,0,4251,0,4251,4251
20,2016,7,Kansas,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,7,21,Protective Services - Adults,682322,0,682322,7438570,0,3292,5604,77,8973,8973
20,2016,7,Kansas,1,22,Protective Services - Children,4029878,0,4029878,36114115,37807,0,0,0,0,37807
20,2016,7,Kansas,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
20,2016,7,Kansas,0,32,All Categories,14348525,10193106,24541631,229183290,55158,3292,9855,77,13224,68382
21,2016,4,Kentucky,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
